"pathway","pval","padj","log2err","ES","NES","size","Cell_Type","mission","comparison","leadingEdge_str","sheet"
"HALLMARK_FATTY_ACID_METABOLISM",0.531609195402299,0.797413793103448,0.0195983892032361,-0.352207740386824,-0.940092144186586,10,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","LGALS1;HSP90AA1;PSME1;S100A10","I4-FP1"
"HALLMARK_GLYCOLYSIS",0.698194325021496,0.863790104367994,0.0148029637845584,-0.273408890771107,-0.800695330511785,14,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","PPIA;TPI1;PGK1;ENO1;SOD1;HSPA5;CXCR4;PGLS;TALDO1;MIF","I4-FP1"
"HALLMARK_HYPOXIA",0.0772691188145012,0.215352145704682,0.0579561436845735,-0.438409877753001,-1.46037329356921,23,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","S100A4;CDKN1C;BTG1;KLF6;TPI1;GAPDH;DUSP1;PGK1;ENO1;MT2A;HSPA5;PLAC8;PRDX5;MYH9;FOS;CXCR4;PNRC1;ZFP36;MIF","I4-FP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.594280240831965,0.810382146589043,0.0164674077156548,-0.284045150333225,-0.901323216844382,19,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","IFITM3;CDKN1C;KLF6;FGL2;LTB;CD48;GBP4;SNX9;GPX4;CDC42SE2;RNH1;CD83;SYNGR2","I4-FP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.88527397260274,0.88527397260274,0.0282591857836756,0.151169724691725,0.675781283347281,25,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","RNF144B;CYBB;TLR2","I4-FP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.000862565575716454,0.00862565575716454,0.477270815362862,-0.631630885771261,-1.9418720239691,17,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","B2M;HLA-C;IFITM3;IFITM2;CD74;IFI30;LY6E;PSME2;PSME1;PSMB9;PSMB8;BST2;IRF1;TXNIP;GBP4","I4-FP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0127905546673226,0.063952773336613,0.141072897117004,-0.451449852862551,-1.67430869234965,37,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","B2M;HLA-B;HLA-A;IFITM3;IFITM2;CD74;IFI30;BTG1;LY6E;PSME2;PSME1;HLA-DRB1;PSMB9;FGL2;PSMB8;MT2A;PSMB10;BST2;IRF1;NFKBIA;TXNIP;PTPN6;GBP4;SOD2","I4-FP1"
"HALLMARK_KRAS_SIGNALING_UP",0.515140045420136,0.797413793103448,0.0363555960049805,0.233570631792502,0.960283074325164,20,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","HDAC9;DOCK2;RABGAP1L;IKZF1;EVI5;ST6GAL1","I4-FP1"
"HALLMARK_MITOTIC_SPINDLE",0.050513698630137,0.208333333333333,0.132308522605383,0.337401764644567,1.50830331920042,25,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","NOTCH2;NEDD9;FGD4;DOCK2;RASA1;SSH2;AKAP13;VCL;PDLIM5;TRIO","I4-FP1"
"HALLMARK_MTORC1_SIGNALING",0.0755332155957071,0.215352145704682,0.0594870687313202,-0.458730290158903,-1.4726843476251,20,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","CORO1A;IFI30;PPIA;TPI1;GAPDH;FGL2;PGK1;ENO1;ITGB2;CFP;SERP1;SQSTM1;HSPA5;PRDX1","I4-FP1"
"HALLMARK_MYC_TARGETS_V1",4.92541769577998e-06,0.000147762530873399,0.610526878385931,-0.619837122644134,-2.26959768611359,35,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","RPL34;RPS2;RPS3;RPS6;RPL18;RPL14;RPL6;RPS5;RACK1;EEF1B2;RPL22;PPIA;RPLP0;PABPC1;RPS10;EIF4A1;HSP90AB1;NAP1L1;PSMA7;SLC25A3;PGK1;HNRNPA1;SET","I4-FP1"
"HALLMARK_MYOGENESIS",0.445886169271601,0.786857945773414,0.034189115358795,0.315914523048488,0.995927302158537,10,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","MEF2C;SVIL;MEF2A;RB1","I4-FP1"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",8.28438384796033e-05,0.00124265757719405,0.538434096309916,-0.560928686887621,-2.11423757711567,40,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","ATP5F1E;COX4I1;SLC25A6;COX7C;UQCRB;NDUFA4;ATP6V0C;COX8A;ATP5MG;COX6A1;SLC25A3;COX6B1;COX6C;ATP5MC2;ATP6V1G1;COX7A2;ATP6V0B;COX5B;SLC25A5;UQCR11;NDUFS6;ATP5F1B;COX7B;NDUFA1;NDUFB7;GPX4;ATP5MF;ATP5PO;UQCRH;ATP5F1D;ATP5MC3;NDUFC2;NDUFB8;NDUFB2;UQCRFS1;COX5A;UQCR10;ATP5F1A","I4-FP1"
"HALLMARK_P53_PATHWAY",0.0120033112582781,0.063952773336613,0.154446348855961,-0.551807853384519,-1.72707091472795,18,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","S100A4;RPS12;RPL18;RPL36;RACK1;IFI30;BTG1;S100A10","I4-FP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.732236753404341,0.863790104367994,0.0132343273218688,-0.241278577804505,-0.784483930853758,21,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","PFN1;CFL1;ARPC3;YWHAB","I4-FP1"
"HALLMARK_PROTEIN_SECRETION",0.841639634326158,0.88527397260274,0.02283161494371,0.220754716981132,0.695933974798765,10,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","STX7;ADAM10;AP3B1;MAPK1;RPS6KA3;ARFGEF1;ARF1;CD63;COPE;SOD1","I4-FP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.748618090452261,0.863790104367994,0.0118821043920751,-0.218620900441057,-0.780659766760125,31,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","EIF1;JUNB;BTG1;CEBPB;KLF6;DUSP1;ID2;KLF2;SQSTM1;IRF1;NFKBIA;MARCKS;SOD2;FOS;PNRC1;CEBPD;ZFP36;CD83;NINJ1","I4-FP1"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.147239263803681,0.368098159509202,0.0436825028426649,-0.495564676984612,-1.35679816916889,11,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","RPS14;EIF4A1;CEBPB;EEF2;SERP1;HSPA5;SPCS1;BANF1;YWHAZ","I4-FP1"
"HALLMARK_UV_RESPONSE_DN",0.0555555555555556,0.208333333333333,0.115931642749028,0.388817454533704,1.53272541310724,18,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","NOTCH2;ATP2B1;ATXN1;PTEN;CELF2;PDLIM5;MAPK14;NEK7;SIPA1L1;NIPBL;RUNX1;PRKCE;ADD3;MAP2K5;NFKB1;FYN;PHF3","I4-FP1"
"HALLMARK_UV_RESPONSE_UP",0.0789624534250502,0.215352145704682,0.0597724230084275,-0.505233497451755,-1.47960843953107,14,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","JUNB;CDKN1C;BTG1;TMBIM6;HLA-F;BID;SQSTM1;IRF1;NFKBIA;SOD2;FOS","I4-FP1"
"HALLMARK_XENOBIOTIC_METABOLISM",0.838988278840222,0.88527397260274,0.0236055792829118,0.20226843100189,0.688575801949748,12,"CD16+ Monocyte","I4","FP1_R1_vs_preflight","KYNU;PDK4;PDLIM5;CD36;GCH1;ABCC3;NINJ1;PTGES3;PSMB10;MT2A;ID2;TMBIM6","I4-FP1"
"HALLMARK_ADIPOGENESIS",0.125648021828104,0.439768076398363,0.0453100651044091,-0.529571165801068,-1.38973025011348,12,"Dendritic Cell","I4","FP1_R1_vs_preflight","UBC;COX8A;COX6A1;UQCR11;DDT;COX7B;GPX4;ATP5PO;NDUFB7;MDH2;SOD1","I4-FP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.00817407322127562,0.0457748100391435,0.171214318379654,-0.535164253628638,-1.74590910221586,32,"Dendritic Cell","I4","FP1_R1_vs_preflight","RPS19;RPS3A;RPL9;RPL39;RPS9;B2M;HLA-DRA;CD74;HLA-A;GZMB;SRGN;HLA-DMA","I4-FP1"
"HALLMARK_ANDROGEN_RESPONSE",0.701227830832196,0.801986843871661,0.0140302708809171,-0.305254429266538,-0.801065733424377,12,"Dendritic Cell","I4","FP1_R1_vs_preflight","B2M;MYL12A","I4-FP1"
"HALLMARK_APICAL_JUNCTION",0.54177344951307,0.800340933304922,0.0168586444268299,-0.329887805354326,-0.940746382765092,17,"Dendritic Cell","I4","FP1_R1_vs_preflight","ACTB;PFN1;ACTG1;MYL12B;GNAI2;ARPC2","I4-FP1"
"HALLMARK_APOPTOSIS",0.712508884150675,0.801986843871661,0.028813567878678,0.235131679845642,0.788199757858709,11,"Dendritic Cell","I4","FP1_R1_vs_preflight","DPYD;CD44;ROCK1;NEDD9;PAK1;CFLAR","I4-FP1"
"HALLMARK_COMPLEMENT",0.744702069309399,0.801986843871661,0.0118451362787552,-0.257538247074123,-0.763144741234332,20,"Dendritic Cell","I4","FP1_R1_vs_preflight","PFN1;GZMB;FCER1G;CALM1;GNAI2;IRF7","I4-FP1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.536375017387676,0.800340933304922,0.0182131166810028,-0.36851164222246,-0.9426292902084,11,"Dendritic Cell","I4","FP1_R1_vs_preflight","VIM;LGALS1;PPIB;EMP3;CAPG;ID2;TGFB1","I4-FP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.410092395167022,0.786550203527815,0.0399533206453487,0.310538616341396,1.04097611332829,11,"Dendritic Cell","I4","FP1_R1_vs_preflight","JAK2;AFF1;CD44;RAB31;MED13L;RPS6KA2;ELOVL5;TIAM1","I4-FP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.689745508982036,0.801986843871661,0.0303565056020427,0.232789610882076,0.806557131821898,12,"Dendritic Cell","I4","FP1_R1_vs_preflight","JAK2;AFF1;CD44;RAB31;RPS6KA2;ELOVL5;TIAM1;ZFP36;ID2;CLIC3;FOS;COX6C","I4-FP1"
"HALLMARK_G2M_CHECKPOINT",0.449457259158752,0.786550203527815,0.0369230408146938,0.308770641983201,0.999525507763424,10,"Dendritic Cell","I4","FP1_R1_vs_preflight","NOTCH2;MAPK14;E2F3;ATRX;SLC38A1;XPO1;MAP3K20;PRIM2","I4-FP1"
"HALLMARK_GLYCOLYSIS",0.382028112449799,0.786550203527815,0.0218116252697408,-0.371498488682229,-1.0896876409142,19,"Dendritic Cell","I4","FP1_R1_vs_preflight","PPIA;TXN;CXCR4;TPI1;MIF;ENO1;B4GALT1;PGLS;PGK1;HSPA5;MDH2;SOD1;IL13RA1;HS2ST1;ME2;ZNF292","I4-FP1"
"HALLMARK_HEME_METABOLISM",0.302771855010661,0.783409314382766,0.0472887835303581,0.342003853564547,1.14645272276065,11,"Dendritic Cell","I4","FP1_R1_vs_preflight","BMP2K;USP15;BACH1;CAST;NNT;NEK7;DAAM1;RBM5;NR3C1;YPEL5;PGLS","I4-FP1"
"HALLMARK_HYPOXIA",0.368726823238566,0.786550203527815,0.0221299348211727,-0.365988373551338,-1.09745823512614,21,"Dendritic Cell","I4","FP1_R1_vs_preflight","S100A4;GAPDH;BTG1;CXCR4;FOS;TPI1;MIF;ENO1;PRDX5;KLF6;ANXA2;PGK1;PNRC1;HSPA5;ZFP36;NR3C1","I4-FP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.543088490456912,0.800340933304922,0.0448289482319963,0.210526809430746,0.934465621485028,23,"Dendritic Cell","I4","FP1_R1_vs_preflight","ALCAM;SCN9A;AHR;MYO1E;PLSCR1;RABGAP1L;AHNAK;CD44;NCOA3;IRF8;LRRC8C;TIAM1;PLAGL1;SELL;MAPKAPK2;GPX4;IL3RA;KLF6;CD48;CAPG;RNH1;SNX9","I4-FP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.307767944936087,0.783409314382766,0.0558515993199052,0.272828647084964,1.13006310438777,19,"Dendritic Cell","I4","FP1_R1_vs_preflight","ATP2B1;CALCRL;PTPRE;AHR","I4-FP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.0480225988700565,0.192090395480226,0.0750347375750997,-0.581956170184382,-1.55777210139431,13,"Dendritic Cell","I4","FP1_R1_vs_preflight","B2M;CD74;HLA-C;PSME1;IFI30;IRF7;PSME2;IFITM2;BST2","I4-FP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.283125577100646,0.783409314382766,0.0253090075669071,-0.361922120353144,-1.17494139123212,31,"Dendritic Cell","I4","FP1_R1_vs_preflight","B2M;HLA-B;CD74;HLA-A;HLA-DMA;HLA-DRB1;VAMP8;PSME1;IFI30;IRF7;BTG1;PSME2;PSMB10;NFKBIA;IFITM2;BST2","I4-FP1"
"HALLMARK_KRAS_SIGNALING_UP",0.605703048180924,0.801986843871661,0.0384965220571916,0.215472091102621,0.892490809825126,19,"Dendritic Cell","I4","FP1_R1_vs_preflight","HDAC9;IKZF1;DOCK2;SDCCAG8;MAP3K1;RABGAP1L","I4-FP1"
"HALLMARK_MITOTIC_SPINDLE",0.00251512951995583,0.0234745421862544,0.431707695803346,0.464015529732889,2.00780570662471,21,"Dendritic Cell","I4","FP1_R1_vs_preflight","DST;TRIO;FGD4;RASA1;NF1;DOCK2;MYO1E;CCDC88A;NOTCH2;CNTRL;ROCK1;APC;NEDD9;AKAP13;RABGAP1;TIAM1;NIN;ITSN1;TUBGCP2","I4-FP1"
"HALLMARK_MTORC1_SIGNALING",0.42870249017038,0.786550203527815,0.0206949382468888,-0.377696836307121,-1.04671297995465,15,"Dendritic Cell","I4","FP1_R1_vs_preflight","GAPDH;PPIA;CORO1A;IFI30;CXCR4;TPI1;ITGB2;ENO1;HSP90B1","I4-FP1"
"HALLMARK_MYC_TARGETS_V1",1.56684425889832e-05,0.000438716392491529,0.575610261071129,-0.643187221613638,-2.13875281570605,36,"Dendritic Cell","I4","FP1_R1_vs_preflight","RPS2;RPL34;RPL18;RPS3;RPS6;RPL6;RPLP0;RPS5;RPL22;RACK1;RPL14;EEF1B2;PPIA;RPS10;PABPC1;HNRNPA1;HSP90AB1;EIF4A1;SLC25A3;NPM1;SET","I4-FP1"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000129940051020642,0.00181916071428899,0.518848077743792,-0.594153120580259,-2.01532373834015,41,"Dendritic Cell","I4","FP1_R1_vs_preflight","COX4I1;ATP5F1E;SLC25A6;COX7C;ATP5MC2;ATP5MG;UQCRB;COX8A;NDUFA4;SLC25A5;COX6A1;COX6B1;ATP5F1A;SLC25A3;COX6C;ATP5MC3;NDUFC2;ATP6V0C;ATP6V0B;NDUFA1;ATP5F1D;UQCRH;NDUFB8;COX7A2;LDHB;ATP6V1G1;UQCR11;COX5A;ATP5F1B;COX5B;COX7B;ATP5MF;ATP5ME;NDUFS6;GPX4;ATP5PO;NDUFB2;NDUFB7","I4-FP1"
"HALLMARK_P53_PATHWAY",0.00648340248962656,0.0453838174273859,0.204544131818546,-0.628869484928138,-1.76813387952426,16,"Dendritic Cell","I4","FP1_R1_vs_preflight","RPS12;RPL18;RPL36;RACK1;S100A4;HINT1;VAMP8;S100A10;IFI30;BTG1;FOS","I4-FP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.624221991701245,0.801986843871661,0.0149758443095888,-0.309818674755364,-0.871088371233128,16,"Dendritic Cell","I4","FP1_R1_vs_preflight","PFN1;CFL1;ARPC3;RAC1;CXCR4;YWHAB;PPP1CA;HSP90B1","I4-FP1"
"HALLMARK_PROTEIN_SECRETION",0.716430020283976,0.801986843871661,0.0311574291155154,0.21256038647343,0.785276753140946,14,"Dendritic Cell","I4","FP1_R1_vs_preflight","DST;RPS6KA3;AP3B1;STX7;MON2;SNX2;SGMS1;DOP1A;ERGIC3;SOD1;AP2M1;CD63;AP2S1","I4-FP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.933483935742972,0.933483935742972,0.00846885105519659,-0.186587192071305,-0.547301707401832,19,"Dendritic Cell","I4","FP1_R1_vs_preflight","EIF1;BTG1;FOS;NFKBIA;JUNB;GPR183;ID2;B4GALT1;KLF6;DUSP5;PNRC1","I4-FP1"
"HALLMARK_UV_RESPONSE_DN",0.0465558194774347,0.192090395480226,0.145392780236481,0.395589258663463,1.60788803631433,18,"Dendritic Cell","I4","FP1_R1_vs_preflight","ATP2B1;PRKCE;NIPBL;CELF2;NOTCH2;RUNX1;ZMIZ1;MAPK14;ATP2C1;DYRK1A;MAP2K5;ATRX;NEK7;ATRN;CDK13;PHF3;NR3C1","I4-FP1"
"HALLMARK_XENOBIOTIC_METABOLISM",0.801224092363333,0.83089905874716,0.0123795661765257,-0.28014772942074,-0.716600033976543,11,"Dendritic Cell","I4","FP1_R1_vs_preflight","PTGDS;PSMB10;TMBIM6;ID2;DDT;PTGES3","I4-FP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.016632860040568,0.0632048681541582,0.129547467550097,-0.420399449277229,-1.72551626644099,35,"Natural Killer Cell","I4","FP1_R1_vs_preflight","B2M;RPS19;RPL39;HLA-A;RPL9;GZMA;CCL5;RPS3A;RPS9;GZMB;CD7;SRGN;HLA-E;PRF1","I4-FP1"
"HALLMARK_ANDROGEN_RESPONSE",0.79572259789275,0.839929408886792,0.0142566440784238,-0.233655373305827,-0.712987610041141,12,"Natural Killer Cell","I4","FP1_R1_vs_preflight","B2M;MYL12A","I4-FP1"
"HALLMARK_APICAL_JUNCTION",0.658393501805054,0.781842283393502,0.0163539576934979,-0.246941625210617,-0.835079891459475,17,"Natural Killer Cell","I4","FP1_R1_vs_preflight","PFN1;ACTB;ACTG1;MYL12B;ARPC2;CD99","I4-FP1"
"HALLMARK_COMPLEMENT",0.113841978287093,0.255969624525383,0.0505022782052486,-0.427279384673659,-1.42302673318606,16,"Natural Killer Cell","I4","FP1_R1_vs_preflight","PFN1;CALM1;GZMA;CCL5;GZMB;FCER1G;TNFAIP3","I4-FP1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.774517620794132,0.839929408886792,0.0148474702573573,-0.247998492041454,-0.734131998511399,11,"Natural Killer Cell","I4","FP1_R1_vs_preflight","TNFAIP3;EMP3;LGALS1;TGFB1;IL32;ID2;PPIB","I4-FP1"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.862222222222222,0.862222222222222,0.021506409820865,0.185929648241206,0.66754694640499,13,"Natural Killer Cell","I4","FP1_R1_vs_preflight","ADD3;AFF1;JAK2;S100A9;ATP2B4;RABEP1;BCL2;DUSP2;ID2;ZFP36;COX6C;FOS;CLIC3","I4-FP1"
"HALLMARK_HYPOXIA",0.332665330661323,0.486203175581933,0.0275061230988845,-0.353215138894511,-1.12971591940488,14,"Natural Killer Cell","I4","FP1_R1_vs_preflight","S100A4;BTG1;CXCR4;TNFAIP3;GAPDH;FOS;DUSP1;ZFP36","I4-FP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.149032992036405,0.257420622608336,0.061381954012731,0.356788456957029,1.31680929582421,14,"Natural Killer Cell","I4","FP1_R1_vs_preflight","IKZF2;RABGAP1L;AHNAK;RORA;HIPK2;IGF1R;TTC39B;CCND3;IGF2R","I4-FP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.297250859106529,0.470647193585338,0.0297639268989764,-0.373831816018204,-1.16916183082785,13,"Natural Killer Cell","I4","FP1_R1_vs_preflight","CCL5;CD69;NFKBIA;EMP3;NFKB1;LY6E;IFITM1;ATP2C1;IL7R;PIK3R5;IL18R1","I4-FP1"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.129963323233934,0.255969624525383,0.0484486107620495,-0.469173488490137,-1.3888603431357,11,"Natural Killer Cell","I4","FP1_R1_vs_preflight","B2M;HLA-C;IFITM2","I4-FP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.13472085501336,0.255969624525383,0.0443353901052009,-0.354630142085635,-1.36248185362948,27,"Natural Killer Cell","I4","FP1_R1_vs_preflight","B2M;HLA-B;HLA-A;GZMA;CCL5;IFITM2;BTG1;CD69;TNFAIP3;NFKBIA;PSME1","I4-FP1"
"HALLMARK_KRAS_SIGNALING_UP",0.398628503279666,0.540995825879547,0.0367314785613611,0.260887909074235,1.04131792389395,17,"Natural Killer Cell","I4","FP1_R1_vs_preflight","ETS1;IKZF1;RABGAP1L;DOCK2;ST6GAL1","I4-FP1"
"HALLMARK_MITOTIC_SPINDLE",0.118862275449102,0.255969624525383,0.071001584690387,0.336283185840708,1.3791445492996,18,"Natural Killer Cell","I4","FP1_R1_vs_preflight","ARHGEF3;DOCK2;RASA1;CLASP1;SSH2;CNTRL;PREX1;NEDD9;PCM1;KIFAP3;AKAP13;RAPGEF6;VCL;SOS1;NIN;NF1;APC;RICTOR","I4-FP1"
"HALLMARK_MYC_TARGETS_V1",9.74174595395915e-07,1.85093173125224e-05,0.643551836150722,-0.683757695868912,-2.51194427500684,23,"Natural Killer Cell","I4","FP1_R1_vs_preflight","RPS2;RPS3;RPL34;RPL18;RPS6;RPS5;RPL14;RPL6;RACK1;RPLP0;RPL22;RPS10;PPIA;EEF1B2;EIF4A1;HNRNPC;HSP90AB1;SET;CTPS1;SRSF7","I4-FP1"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000185949031963232,0.00176651580365071,0.518848077743792,-0.702261306532663,-2.19632754539357,13,"Natural Killer Cell","I4","FP1_R1_vs_preflight","COX4I1;ATP5F1E;COX7C;COX6C;ATP5MG;COX6A1;COX8A;NDUFA4;NDUFB7;COX7A2;ATP6V1G1;ATP5MC2;ATP5F1D","I4-FP1"
"HALLMARK_P53_PATHWAY",0.0103283490057037,0.0490596577770926,0.17632375173773,-0.564554083689048,-1.80565798426616,14,"Natural Killer Cell","I4","FP1_R1_vs_preflight","RPS12;RPL18;S100A4;RPL36;BTG1;RACK1;HINT1;FOS","I4-FP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.582796037112754,0.738208313676155,0.0188034759211461,-0.291282156093094,-0.88883283693466,12,"Natural Killer Cell","I4","FP1_R1_vs_preflight","PFN1;CFL1","I4-FP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.000968837077909198,0.00613596816009159,0.477270815362862,-0.549353927875678,-2.01818050812022,23,"Natural Killer Cell","I4","FP1_R1_vs_preflight","EIF1;CCL5;BTG1;JUNB;NR4A2;CD69;TNFAIP3;FOS;NFKBIA;REL;IER2;DUSP1;ZFP36;CCL4;LITAF;NFKB1;ID2;DUSP2","I4-FP1"
"HALLMARK_UV_RESPONSE_DN",0.0565004324012684,0.17891803593735,0.10216770010847,0.405517535596476,1.53865230377381,15,"Natural Killer Cell","I4","FP1_R1_vs_preflight","SYNE1;TGFBR3;RUNX1;CELF2;NEK7;ADD3","I4-FP1"
"HALLMARK_ALLOGRAFT_REJECTION",0.172725446876883,0.328178349066078,0.0470476102932455,0.284821107897853,1.28489352369435,27,"Other","I4","FP1_R1_vs_preflight","PF4;ETS1;CTSS;PTPRC;ITK;CD247;FYB1;CD47;CCL5;ST8SIA4","I4-FP1"
"HALLMARK_ANDROGEN_RESPONSE",0.476125244618395,0.565398727984344,0.0254464858615218,0.284121121574217,0.983028009439538,13,"Other","I4","FP1_R1_vs_preflight","TNFAIP8;TSC22D1;ANKH;NCOA4;FKBP5;CDK6;STK39;IQGAP2","I4-FP1"
"HALLMARK_APICAL_JUNCTION",0.00429352068696331,0.027192297684101,0.310776919977249,0.558132084533326,1.98828311219204,14,"Other","I4","FP1_R1_vs_preflight","VCL;PTPRC;RASA1;VCAN;FYB1;ITGB1;EVL;MYH9","I4-FP1"
"HALLMARK_APOPTOSIS",0.019387359441644,0.0736719658782474,0.143909619745855,0.511025579939435,1.71991822247975,12,"Other","I4","FP1_R1_vs_preflight","LEF1;DPYD;CLU;MGMT;ANKH;TXNIP;SOD2;IGF2R;CFLAR;TGFBR3;HGF","I4-FP1"
"HALLMARK_COAGULATION",0.0476744186046512,0.129401993355482,0.0909392279226991,0.506699910896912,1.5816825554554,10,"Other","I4","FP1_R1_vs_preflight","PF4;A2M;CLU;CPQ;ITGB3;SPARC","I4-FP1"
"HALLMARK_COMPLEMENT",0.032623831310921,0.10330879915125,0.111901382188671,0.409716884775591,1.66553150915056,20,"Other","I4","FP1_R1_vs_preflight","DOCK10;CTSS;CLU;KIF2A;CCL5;CPQ;DOCK9;RASGRP1","I4-FP1"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.371428571428571,0.546786860615994,0.0298123151023384,0.310169344961064,1.07315201374986,13,"Other","I4","FP1_R1_vs_preflight","ADD3;BCL11B;IL6ST;RASGRP1;RETREG1;FKBP5;MYBL1","I4-FP1"
"HALLMARK_HEME_METABOLISM",0.539892517569244,0.603409284342096,0.024266743325205,-0.247086543585309,-0.922942596002552,16,"Other","I4","FP1_R1_vs_preflight","EZH1;DAAM1;FBXO9;MPP1;CDR2;MARK3;BMP2K;CCND3;KAT2B;DCAF10;EIF2AK1;RIOK3;USP15","I4-FP1"
"HALLMARK_IL2_STAT5_SIGNALING",0.575588599752168,0.607565744182844,0.0232125164221697,-0.244458593517918,-0.892249095939334,15,"Other","I4","FP1_R1_vs_preflight","MAP3K8;IL3RA;SOCS2;CDC42SE2","I4-FP1"
"HALLMARK_INFLAMMATORY_RESPONSE",0.408843007401636,0.546786860615994,0.0279948214942274,0.319311665584502,1.03298767962112,11,"Other","I4","FP1_R1_vs_preflight","IL7R;CCL5;RASGRP1;ITGB3;ABI1","I4-FP1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.431673837328416,0.546786860615994,0.0279274643465237,-0.264117992686022,-1.02485561706594,18,"Other","I4","FP1_R1_vs_preflight","NAMPT;PELI1;CSF2RB;HLA-A;BTG1;HLA-B","I4-FP1"
"HALLMARK_KRAS_SIGNALING_UP",0.0017485206598205,0.0166109462682947,0.45505986738723,0.55339212300302,2.03129478644845,15,"Other","I4","FP1_R1_vs_preflight","PPBP;IL7R;ETS1;IKZF1;CTSS;F13A1;ANKH;AMMECR1;GNG11;ST6GAL1","I4-FP1"
"HALLMARK_MITOTIC_SPINDLE",0.0182783018867925,0.0736719658782474,0.149308206900753,0.439700655898964,1.7591910397321,19,"Other","I4","FP1_R1_vs_preflight","NCK2;VCL;RASA1;ARHGEF3;RAPGEF6;MYH9;TLK1;PCM1;FLNA;ABI1","I4-FP1"
"HALLMARK_MYC_TARGETS_V1",3.2909661199379e-07,6.25283562788202e-06,0.674962860011025,-0.705730401927232,-2.89993529110004,21,"Other","I4","FP1_R1_vs_preflight","RPL34;RPS3;RPL18;RPS6;RPS2;RPL14;RPS5;RPL6;RPL22;RPLP0;PABPC1;RACK1;EEF1B2;RPS10;EIF4A1","I4-FP1"
"HALLMARK_P53_PATHWAY",0.0684706847068471,0.162617876178762,0.0776714573195423,-0.428773154178939,-1.53233700448861,14,"Other","I4","FP1_R1_vs_preflight","RPS12;RPL18;RPL36;RACK1;BTG1","I4-FP1"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.891331142152835,0.891331142152835,0.0164808198402051,-0.194950655836646,-0.637689239052292,11,"Other","I4","FP1_R1_vs_preflight","PFN1;CXCR4;PDK1;LCK;MAP3K7;DAPP1;ACTR3;VAV3;SMAD2","I4-FP1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.383684621389539,0.546786860615994,0.0291689027518225,0.298376527073984,1.0629329979332,14,"Other","I4","FP1_R1_vs_preflight","IL7R;IL6ST;CCL5;TNFAIP8;TSC22D1","I4-FP1"
